,runID,evtID,S2_area,S2_btm_area,S2_top_area,S2_TBA,S2_corrected_area,S2_XY_corrected_area,S2_width_ns,S2_peakAmp,S2_AFT_5,S2_AFT_10,S2_AFT_25,S2_AFT_50,S2_AFT_75,S2_AFT_90,S2_AFT_95,S2_rmsWidth_ns,S2_fwhm_ns,S2_x_cm,S2_y_cm,S2_xy_chiSq,S2_n_saturated,has_good_S1,drift_time,S1_area,S1_corrected_area,evt_total_area,evt_bad_area,evt_bad_e_area,evt_bad_ph_area,evt_bad_oth_area
34592,6977,83394,126.0,783.8473510742188,2464.067138671875,0.5173226594924927,3651.30810546875,0.13300499320030212,4170.0,2.959432363510132,1480.0,1660.0,1950.0,2250.0,2560.0,2880.0,3100.0,377.0,1220.0,-52.479801177978516,-11.043499946594238,1.4290833473205566,0.0,True,22520.0,67.60894775390625,72.28356170654297,3705.942286491394,390.4397840499878,3522.893093109131,105.85439050197601,9.58585512638092
34608,6977,83537,146.0,1134.163818359375,3483.06103515625,0.5087249279022217,5275.05419921875,0.19088126718997955,3450.0,3.181791305541992,760.0,920.0,1210.0,1640.0,2080.0,2410.0,2580.0,475.0,1490.0,25.11855125427246,47.22598648071289,1.9341844320297241,0.0,True,11680.0,117.76863098144531,122.61088562011719,5123.041838675737,461.28257659077644,4865.6915855407715,200.8189573585987,11.49273681640625
35771,7022,80186,101.0,838.2704467773438,2433.795166015625,0.4876199960708618,3327.384521484375,0.11710797250270844,2960.0,4.444998264312744,650.0,780.0,970.0,1190.0,1400.0,1620.0,1760.0,257.0,680.0,-11.17393970489502,23.585472106933594,1.3836119174957275,0.0,True,8680.0,51.29879379272461,53.30047607421875,3759.037563472986,435.8940431177616,3625.213222503662,81.04306975007057,1.4824774265289307
35860,7022,80784,93.0,1123.4691162109375,3124.22216796875,0.47102129459381104,4774.1611328125,0.17465370893478394,4220.0,3.5302581787109375,870.0,1040.0,1410.0,1770.0,2100.0,2410.0,2630.0,414.0,1030.0,26.487462997436523,0.540679931640625,1.8513273000717163,0.0,True,25840.001953125,89.73028564453125,95.74333190917969,4745.109695523977,407.54884347319603,4558.610816955566,86.13733014464378,10.63126277923584
39007,6961,36514,116.0,954.052978515625,2279.71044921875,0.409942626953125,3850.761962890625,0.13718998432159424,4800.0,2.244588613510132,1140.0,1360.0,1720.0,2140.0,2590.0,2990.0,3220.0,503.0,1360.0,30.058635711669922,-5.306811332702637,1.6980817317962646,0.0,True,25250.0,87.46734619140625,93.60238647460938,3590.7813524901867,269.75492426753044,3390.7934341430664,112.52057215571404,0.0
39842,7063,115206,139.0,780.808349609375,2194.068359375,0.47506508231163025,3290.595458984375,0.11630130559206009,3360.0,4.8888702392578125,1520.0,1600.0,1740.0,1900.0,2070.0,2240.0,2360.0,199.0,580.0,43.531227111816406,-13.315366744995117,1.1829276084899902,0.0,True,3730.0,69.36760711669922,73.78478240966797,3589.040754377842,544.8845730423927,3395.953353881836,123.7197933793068,0.0
40459,6986,65280,88.0,692.87255859375,1966.028564453125,0.47882789373397827,2779.145263671875,0.09814038127660751,3450.0,2.757092237472534,750.0,900.0,1130.0,1410.0,1710.0,1980.0,2140.0,334.0,930.0,-26.305973052978516,-18.681501388549805,1.2454066276550293,0.0,True,19270.0,97.1285171508789,100.72125244140625,2953.0745940208435,205.92600393295288,2767.339668273926,94.9869704246521,2.84521484375
40851,7035,38331,156.0,1032.6103515625,3190.476318359375,0.5109688639640808,4721.07470703125,0.16476985812187195,3930.0,3.3496451377868652,780.0,940.0,1220.0,1570.0,1950.0,2380.0,2690.0,442.0,1110.0,-45.978641510009766,-15.477864265441895,1.3058669567108154,0.0,True,21050.0,117.85501098632812,124.79928588867188,5042.897551238537,702.1499621272087,4773.580833435059,143.06085842847824,8.400848388671875
41038,7035,39831,168.0,855.1382446289062,2572.305419921875,0.501005232334137,3898.479248046875,0.1420644372701645,4570.0,2.9217917919158936,1060.0,1270.0,1580.0,1910.0,2260.0,2600.0,2840.0,407.0,1110.0,28.131549835205078,-27.964303970336914,1.443272352218628,0.0,True,26670.0,72.38375854492188,78.4895248413086,3902.9994056224823,403.2350318431854,3677.0162811279297,140.23839324712753,13.360972702503204
41827,7058,3872,92.0,314.30322265625,1040.3155517578125,0.5359532237052917,1458.564453125,0.052644263952970505,2760.0,2.1505579948425293,930.0,1010.0,1150.0,1330.0,1530.0,1740.0,1850.0,225.0,570.0,33.17583465576172,13.03589153289795,1.075890302658081,0.0,True,6179.99951171875,23.413734436035156,24.868690490722656,1593.1515319645405,215.24524381756783,1490.9353942871094,76.14822843670845,2.6541748046875
